Date,Area Name,Latitude,Longitude,Number of Cases,Number of Hospitals,Number of Deaths,Temperature (°C),Humidity (%)
2024-05-07,Adyar,13.0067,80.2578,4,1,0,34.38704795563978,76.65811350014687
2024-05-08,Adyar,13.0067,80.2578,8,6,0,26.807215076399622,63.13409990828509
2024-05-09,Adyar,13.0067,80.2578,2,9,1,33.30519479659448,64.82930013524336
2024-05-10,Adyar,13.0067,80.2578,6,7,0,34.548806929085906,55.13438640115354
2024-05-11,Adyar,13.0067,80.2578,3,8,1,32.037810273750765,65.84575071592624
2024-05-12,Adyar,13.0067,80.2578,5,9,2,32.657413954824705,76.49774911419246
2024-05-13,Adyar,13.0067,80.2578,3,2,0,28.098308021034136,72.13702095545959
2024-05-14,Adyar,13.0067,80.2578,7,9,1,27.246796220488573,84.86078592519411
2024-05-15,Adyar,13.0067,80.2578,3,7,0,32.37129094843391,56.30605345041192
2024-05-16,Adyar,13.0067,80.2578,8,9,0,33.84309999023694,61.28048719420303
2024-05-17,Adyar,13.0067,80.2578,3,3,2,29.239328295428905,56.31514078989014
2024-05-18,Adyar,13.0067,80.2578,4,1,1,29.42578895646428,86.65578010901707
2024-05-19,Adyar,13.0067,80.2578,4,2,0,27.137124260316526,84.72081452881213
2024-05-20,Adyar,13.0067,80.2578,7,7,0,34.68621221488463,51.43880238006301
2024-05-21,Adyar,13.0067,80.2578,3,7,1,30.826507266460574,69.17203180107052
2024-05-22,Adyar,13.0067,80.2578,4,2,0,25.15821461105358,55.916158319473645
2024-05-23,Adyar,13.0067,80.2578,3,5,0,30.60416707493281,63.11919645318676
2024-05-24,Adyar,13.0067,80.2578,5,4,0,28.62680037641449,70.8663645549019
2024-05-25,Adyar,13.0067,80.2578,6,8,0,25.670478335603512,70.58667713312053
2024-05-26,Adyar,13.0067,80.2578,8,3,1,26.170901364674055,86.44195957972636
2024-05-27,Adyar,13.0067,80.2578,5,4,3,25.806613320749438,75.91710944682947
2024-05-28,Adyar,13.0067,80.2578,3,5,0,33.07642235982942,52.12742434699789
2024-05-29,Adyar,13.0067,80.2578,6,8,0,31.409678305616655,85.60622944400383
2024-05-30,Adyar,13.0067,80.2578,6,8,0,32.1299684046733,85.69569992206543
2024-05-31,Adyar,13.0067,80.2578,8,4,0,30.990692539418212,72.53672840152205
2024-06-01,Adyar,13.0067,80.2578,2,1,0,32.96184396428382,80.76907570604041
2024-06-02,Adyar,13.0067,80.2578,5,9,1,28.51356362196785,52.85935189938677
2024-06-03,Adyar,13.0067,80.2578,6,5,0,32.81442257214679,84.24779321329171
2024-06-04,Adyar,13.0067,80.2578,3,3,0,33.47086870579796,65.66733983848866
2024-06-05,Adyar,13.0067,80.2578,3,9,1,28.954466936234503,67.14673199485684
2024-06-06,Adyar,13.0067,80.2578,2,8,0,30.813891184431377,81.08748378273465
2024-06-07,Adyar,13.0067,80.2578,6,9,0,28.936647097628825,79.96047450806077
2024-06-08,Adyar,13.0067,80.2578,3,6,1,32.73344225072114,82.183161682757
2024-06-09,Adyar,13.0067,80.2578,3,6,0,33.264361455224225,80.56979525293976
2024-06-10,Adyar,13.0067,80.2578,10,8,2,27.72333716955704,81.34402329135715
2024-06-11,Adyar,13.0067,80.2578,7,3,0,28.130843721247928,88.65395700354404
2024-06-12,Adyar,13.0067,80.2578,6,4,1,27.804289155406632,70.48809843918804
2024-06-13,Adyar,13.0067,80.2578,5,3,0,31.26877093898355,72.35220285539097
2024-06-14,Adyar,13.0067,80.2578,4,4,0,33.927206340935086,70.40882274796134
2024-06-15,Adyar,13.0067,80.2578,7,4,1,32.74033059566138,62.788631420220284
2024-06-16,Adyar,13.0067,80.2578,4,4,0,28.948708791880065,55.91335454022355
2024-06-17,Adyar,13.0067,80.2578,3,9,0,28.660083499183933,87.82224472166209
2024-06-18,Adyar,13.0067,80.2578,6,1,1,33.24196517954111,78.20577951848534
2024-06-19,Adyar,13.0067,80.2578,3,9,0,31.16261466384875,84.52542777671792
2024-06-20,Adyar,13.0067,80.2578,3,7,0,27.732844692600825,50.635295441458624
2024-06-21,Adyar,13.0067,80.2578,3,1,0,32.13709218942316,65.81451233715724
2024-06-22,Adyar,13.0067,80.2578,7,5,0,34.60350792158975,66.0574593370151
2024-06-23,Adyar,13.0067,80.2578,2,8,0,27.098668704073674,68.41924574568839
2024-06-24,Adyar,13.0067,80.2578,6,8,1,32.30496248248281,69.96287406139302
2024-06-25,Adyar,13.0067,80.2578,3,9,1,31.752762726038807,50.499292201418
2024-06-26,Adyar,13.0067,80.2578,8,4,0,34.4120671384844,68.11946018819694
2024-06-27,Adyar,13.0067,80.2578,4,2,0,25.129850672213326,82.36827108957203
2024-06-28,Adyar,13.0067,80.2578,9,5,0,28.21274792352284,80.40160788739803
2024-06-29,Adyar,13.0067,80.2578,2,4,1,25.006716460477246,85.18970827104735
2024-06-30,Adyar,13.0067,80.2578,2,9,1,28.534220734081554,84.40984540854294
2024-07-01,Adyar,13.0067,80.2578,2,5,3,32.22306335530357,62.2828183017875
2024-07-02,Adyar,13.0067,80.2578,5,8,0,25.697405435484388,71.29309648329075
2024-07-03,Adyar,13.0067,80.2578,5,1,0,34.752745921232915,87.39570308815591
2024-07-04,Adyar,13.0067,80.2578,6,6,0,30.216208260007257,74.1019528316356
2024-07-05,Adyar,13.0067,80.2578,10,5,0,33.964372145512186,63.67596478533879
2024-07-06,Adyar,13.0067,80.2578,7,2,1,25.471266094931657,83.64136770618957
2024-07-07,Adyar,13.0067,80.2578,6,5,0,31.261130012426698,81.02536387788126
2024-07-08,Adyar,13.0067,80.2578,2,9,0,26.226374771479133,70.18874987781987
2024-07-09,Adyar,13.0067,80.2578,4,1,0,34.483190030394184,69.75051556122958
2024-07-10,Adyar,13.0067,80.2578,6,1,0,26.85152811245822,82.41416183138966
2024-07-11,Adyar,13.0067,80.2578,9,3,0,29.179911878487303,67.97830206695835
2024-07-12,Adyar,13.0067,80.2578,3,2,1,29.593775403877427,73.00794302759645
2024-07-13,Adyar,13.0067,80.2578,2,6,0,28.663898782580592,83.17032933657485
2024-07-14,Adyar,13.0067,80.2578,3,4,1,31.442002683415957,89.26638208993492
2024-07-15,Adyar,13.0067,80.2578,5,3,0,29.72761773152391,66.87793194243014
2024-07-16,Adyar,13.0067,80.2578,5,9,1,29.08193432799452,83.69579704697732
2024-07-17,Adyar,13.0067,80.2578,5,5,0,28.73152908349905,82.50782258607477
2024-07-18,Adyar,13.0067,80.2578,8,5,2,31.780441190137743,88.15726290658483
2024-07-19,Adyar,13.0067,80.2578,8,4,1,30.57734879482404,70.27176401133818
2024-07-20,Adyar,13.0067,80.2578,4,1,0,28.519061653490787,71.03775785506318
2024-07-21,Adyar,13.0067,80.2578,6,4,0,30.51330066565678,67.51329604533397
2024-07-22,Adyar,13.0067,80.2578,2,2,1,25.601682854540833,72.39452818374943
2024-07-23,Adyar,13.0067,80.2578,6,1,0,33.3600813683632,51.99346394545972
2024-07-24,Adyar,13.0067,80.2578,6,7,1,32.341380893622855,51.33135013011683
2024-07-25,Adyar,13.0067,80.2578,5,2,1,30.300747882759474,54.52513318528349
2024-07-26,Adyar,13.0067,80.2578,1,8,0,34.67459649074916,86.71796499586631
2024-07-27,Adyar,13.0067,80.2578,3,5,0,26.035149925701294,72.95621942563758
2024-07-28,Adyar,13.0067,80.2578,7,1,1,27.808272446247855,53.817072707550004
2024-07-29,Adyar,13.0067,80.2578,3,7,0,31.072542389343823,56.539182526263744
2024-07-30,Adyar,13.0067,80.2578,6,9,1,27.130931672406522,71.05068299524399
2024-07-31,Adyar,13.0067,80.2578,4,6,1,28.702561014478466,64.19714512350058
2024-08-01,Adyar,13.0067,80.2578,9,9,0,32.11271367754923,56.7484085196435
2024-08-02,Adyar,13.0067,80.2578,5,8,0,29.897447741011447,83.75497787952418
2024-08-03,Adyar,13.0067,80.2578,1,5,1,28.17263642191103,73.24623067204189
2024-08-04,Adyar,13.0067,80.2578,4,2,0,26.68382060284388,61.679679795693055
2024-08-05,Adyar,13.0067,80.2578,8,3,0,29.101854627416586,75.32023911859757
2024-08-06,Adyar,13.0067,80.2578,3,2,1,33.55043013667169,63.335169249256516
2024-08-07,Adyar,13.0067,80.2578,2,3,0,32.33901908701897,51.000653222142574
2024-08-08,Adyar,13.0067,80.2578,11,2,0,26.21052353283587,71.86194884972173
2024-08-09,Adyar,13.0067,80.2578,4,5,0,32.75379225007839,51.99221851883401
2024-08-10,Adyar,13.0067,80.2578,4,7,1,28.331165241453718,78.58346388154825
2024-08-11,Adyar,13.0067,80.2578,3,5,1,29.984986322866533,83.30264128770867
2024-08-12,Adyar,13.0067,80.2578,2,7,2,33.997704195254784,74.43697208763399
2024-08-13,Adyar,13.0067,80.2578,3,1,0,32.83984844197552,63.61111734697813
2024-08-14,Adyar,13.0067,80.2578,8,9,0,30.017200261076773,65.4118118394519
2024-08-15,Adyar,13.0067,80.2578,2,5,0,30.334070362543315,60.8910568494842
2024-08-16,Adyar,13.0067,80.2578,1,1,1,33.021978172256276,62.513385015870725
2024-08-17,Adyar,13.0067,80.2578,7,8,2,26.283213538004873,59.989088768438734
2024-08-18,Adyar,13.0067,80.2578,4,8,0,25.69328009927868,74.49750413420207
2024-08-19,Adyar,13.0067,80.2578,4,3,1,26.44636147110276,59.45283767280219
2024-08-20,Adyar,13.0067,80.2578,8,1,0,26.83532047998003,77.40989175198375
2024-08-21,Adyar,13.0067,80.2578,1,3,0,30.300865327249102,72.88597730694119
2024-08-22,Adyar,13.0067,80.2578,3,6,1,32.73347164729421,74.99308911352752
2024-08-23,Adyar,13.0067,80.2578,8,2,0,33.89123764486396,84.43210386679735
2024-08-24,Adyar,13.0067,80.2578,4,7,0,31.490384937535033,84.72281307772951
2024-08-25,Adyar,13.0067,80.2578,2,1,0,32.452290999433515,79.90792761729722
2024-08-26,Adyar,13.0067,80.2578,4,7,0,27.870741549615776,78.20699858530394
2024-08-27,Adyar,13.0067,80.2578,4,1,0,25.276261724104018,54.506359172650235
2024-08-28,Adyar,13.0067,80.2578,4,4,1,25.05945716491178,56.87977935052973
2024-08-29,Adyar,13.0067,80.2578,1,5,0,25.96101809308962,59.33028653695396
2024-08-30,Adyar,13.0067,80.2578,2,5,1,26.20242521185881,82.4511860125001
2024-08-31,Adyar,13.0067,80.2578,5,9,0,30.172645732064908,64.92697392178566
2024-09-01,Adyar,13.0067,80.2578,4,2,0,29.688309914323355,61.140011652502395
2024-09-02,Adyar,13.0067,80.2578,10,6,3,26.99767087465705,65.68401308913377
2024-09-03,Adyar,13.0067,80.2578,4,8,0,30.43411541205772,70.09134725996589
2024-09-04,Adyar,13.0067,80.2578,6,7,0,32.55301930860283,72.3684423508607
2024-09-05,Adyar,13.0067,80.2578,6,3,2,25.473359293209313,54.934395758306415
2024-09-06,Adyar,13.0067,80.2578,6,9,1,34.171518834429094,71.42316167760399
2024-09-07,Adyar,13.0067,80.2578,4,4,0,29.443931969709574,75.1771978766997
2024-09-08,Adyar,13.0067,80.2578,6,3,2,25.989174741563446,79.43003189451134
2024-09-09,Adyar,13.0067,80.2578,5,3,0,29.245861472824334,77.67754071472474
2024-09-10,Adyar,13.0067,80.2578,3,8,0,27.495838021046207,58.05129377613549
2024-09-11,Adyar,13.0067,80.2578,3,8,0,34.28025250170863,74.57321740359197
2024-09-12,Adyar,13.0067,80.2578,8,1,0,27.766744037905877,57.911301423947656
2024-09-13,Adyar,13.0067,80.2578,2,8,1,27.849140854730287,73.26024386906055
2024-09-14,Adyar,13.0067,80.2578,3,7,0,34.841467918646956,89.81572383478398
2024-09-15,Adyar,13.0067,80.2578,4,1,0,26.791623329605393,64.31081822583981
2024-09-16,Adyar,13.0067,80.2578,4,5,1,31.102167656605843,88.14322772262503
2024-09-17,Adyar,13.0067,80.2578,6,8,0,26.03056102000646,51.13878752517378
2024-09-18,Adyar,13.0067,80.2578,7,7,0,32.431662328998314,54.86526460733807
2024-09-19,Adyar,13.0067,80.2578,4,7,1,28.56139583149562,73.92149423771383
2024-09-20,Adyar,13.0067,80.2578,2,3,0,34.42319211400715,53.07780052627081
2024-09-21,Adyar,13.0067,80.2578,4,3,0,25.343281561795525,74.81772342611289
2024-09-22,Adyar,13.0067,80.2578,4,9,1,32.78929399884516,50.51079914715472
2024-09-23,Adyar,13.0067,80.2578,4,8,2,29.969082851717722,81.22038841887428
2024-09-24,Adyar,13.0067,80.2578,3,3,0,25.549598836981517,51.80395934310361
2024-09-25,Adyar,13.0067,80.2578,6,6,0,34.028654363575114,74.9689891207062
2024-09-26,Adyar,13.0067,80.2578,4,9,2,30.30372965330764,86.66351183513527
2024-09-27,Adyar,13.0067,80.2578,6,5,1,28.69893925918913,60.698398652042826
2024-09-28,Adyar,13.0067,80.2578,5,2,2,29.616327282702166,51.38406869864605
2024-09-29,Adyar,13.0067,80.2578,8,6,0,33.485903017545404,74.86771091853643
2024-01-01,Velachery,12.9739,80.2183,3,2,0,27.34889921031655,73.36802804755855
2024-01-02,Velachery,12.9739,80.2183,2,2,0,27.296305190382714,63.690082270208045
2024-01-03,Velachery,12.9739,80.2183,2,1,0,30.9493001340865,52.84037072131133
2024-01-04,Velachery,12.9739,80.2183,3,4,1,29.884256122864343,88.66918072056399
2024-01-05,Velachery,12.9739,80.2183,4,3,2,33.68349205298052,63.91271825727706
2024-01-06,Velachery,12.9739,80.2183,2,4,1,32.98735730253335,72.74973525379605
2024-01-07,Velachery,12.9739,80.2183,4,4,0,34.8949487871605,88.92024329337153
2024-01-08,Velachery,12.9739,80.2183,4,4,0,30.932613313099232,51.07678114808003
2024-01-09,Velachery,12.9739,80.2183,1,2,0,28.127583702274432,84.0332720528264
2024-01-10,Velachery,12.9739,80.2183,3,5,0,29.016958602892352,57.9294026225177
2024-01-11,Velachery,12.9739,80.2183,3,8,1,33.11186340588889,60.77222358429125
2024-01-12,Velachery,12.9739,80.2183,2,5,1,34.628486515610106,67.6663967516966
2024-01-13,Velachery,12.9739,80.2183,6,5,0,32.87530708057347,63.97391616053497
2024-01-14,Velachery,12.9739,80.2183,4,3,0,33.83929727318673,80.37088942459434
2024-01-15,Velachery,12.9739,80.2183,10,7,0,28.2631724335825,67.08766632134862
2024-01-16,Velachery,12.9739,80.2183,5,2,1,28.04781319915944,76.77157796757382
2024-01-17,Velachery,12.9739,80.2183,7,4,0,28.583733962568473,74.82109298810819
2024-01-18,Velachery,12.9739,80.2183,3,9,0,26.857502776180418,84.96545168422907
2024-01-19,Velachery,12.9739,80.2183,2,6,1,31.451543208114224,55.68509465738831
2024-01-20,Velachery,12.9739,80.2183,6,6,0,32.42709680959657,68.84363828253694
2024-01-21,Velachery,12.9739,80.2183,4,5,0,25.52933487368625,78.80923797222562
2024-01-22,Velachery,12.9739,80.2183,4,5,0,32.468997838165386,62.70649308589678
2024-01-23,Velachery,12.9739,80.2183,3,1,0,34.05252535884546,57.502013645415545
2024-01-24,Velachery,12.9739,80.2183,4,9,2,25.569801739089293,50.95629352753339
2024-01-25,Velachery,12.9739,80.2183,8,9,0,28.56516294001083,61.31698693197971
2024-01-26,Velachery,12.9739,80.2183,7,3,0,28.115188910339977,69.20097713745406
2024-01-27,Velachery,12.9739,80.2183,5,9,0,27.345215298786133,77.14727981588945
2024-01-28,Velachery,12.9739,80.2183,2,2,2,30.574212292674837,53.67865516183737
2024-01-29,Velachery,12.9739,80.2183,1,7,0,31.430711746348386,78.04996408370037
2024-01-30,Velachery,12.9739,80.2183,5,5,0,30.115652267128187,54.21769521263906
2024-01-31,Velachery,12.9739,80.2183,5,2,1,29.581381259962924,81.8148311408217
2024-02-01,Velachery,12.9739,80.2183,10,4,1,31.967267534587098,54.74669820229475
2024-02-02,Velachery,12.9739,80.2183,4,4,0,32.66243658945602,66.03891635291403
2024-02-03,Velachery,12.9739,80.2183,7,8,0,33.80044854662727,86.91068085978893
2024-02-04,Velachery,12.9739,80.2183,5,9,0,34.63073391103935,60.64697127620695
2024-02-05,Velachery,12.9739,80.2183,5,9,2,28.699791853311467,55.68448192507789
2024-02-06,Velachery,12.9739,80.2183,0,4,0,34.31608274499178,59.918200374304426
2024-02-07,Velachery,12.9739,80.2183,5,4,0,30.72190271698468,83.2322346904838
2024-02-08,Velachery,12.9739,80.2183,3,8,1,32.47161143305541,83.9136412141826
2024-02-09,Velachery,12.9739,80.2183,6,3,0,28.43328016226142,60.69884734550049
2024-02-10,Velachery,12.9739,80.2183,6,1,0,34.99370920243534,70.56503293316504
2024-02-11,Velachery,12.9739,80.2183,2,3,0,26.26859452649142,61.587032882788776
2024-02-12,Velachery,12.9739,80.2183,5,9,1,25.553146337182753,54.15815442875793
2024-02-13,Velachery,12.9739,80.2183,8,4,0,26.25856664229323,84.40430431352226
2024-02-14,Velachery,12.9739,80.2183,8,3,0,33.709574158099954,60.046344743584264
2024-02-15,Velachery,12.9739,80.2183,4,4,0,26.85460954932146,71.71939634254409
2024-02-16,Velachery,12.9739,80.2183,4,3,0,28.20112063282669,87.42488989054127
2024-02-17,Velachery,12.9739,80.2183,8,2,0,31.633505313357855,62.187460213533164
2024-02-18,Velachery,12.9739,80.2183,5,4,1,31.23832322253169,69.1818082829344
2024-02-19,Velachery,12.9739,80.2183,4,4,0,30.108783728566586,57.151531010521396
2024-02-20,Velachery,12.9739,80.2183,3,2,0,27.982288976959772,82.42692952705556
2024-02-21,Velachery,12.9739,80.2183,2,4,1,33.506577946904535,70.53947410275114
2024-02-22,Velachery,12.9739,80.2183,5,5,0,33.59208831605358,75.08338788145326
2024-02-23,Velachery,12.9739,80.2183,3,7,0,27.561018357318602,56.79379558763566
2024-02-24,Velachery,12.9739,80.2183,6,4,0,26.716976283331295,86.64144566475005
2024-02-25,Velachery,12.9739,80.2183,6,9,0,25.195565963674586,74.3689951463755
2024-02-26,Velachery,12.9739,80.2183,10,2,0,31.951060946659933,53.43144749361602
2024-02-27,Velachery,12.9739,80.2183,3,9,0,32.4450877218291,79.85834204191264
2024-02-28,Velachery,12.9739,80.2183,4,1,2,30.316850314783615,56.74913761999251
2024-02-29,Velachery,12.9739,80.2183,7,1,0,34.004220913505755,70.85798986722762
2024-03-01,Velachery,12.9739,80.2183,4,1,3,27.7046507094417,54.17022936818993
2024-03-02,Velachery,12.9739,80.2183,9,2,0,29.08768766290067,60.29125326721913
2024-03-03,Velachery,12.9739,80.2183,4,1,2,30.62563287437327,66.74059545918873
2024-03-04,Velachery,12.9739,80.2183,2,9,0,26.161792271994603,86.89595502443368
2024-03-05,Velachery,12.9739,80.2183,2,7,0,27.84104229684939,86.25662783855893
2024-03-06,Velachery,12.9739,80.2183,2,5,0,34.94951508890368,52.47912215099665
2024-03-07,Velachery,12.9739,80.2183,4,8,0,26.92696109485368,61.315779069371665
2024-03-08,Velachery,12.9739,80.2183,6,7,1,28.802394876982284,57.47271745833082
2024-03-09,Velachery,12.9739,80.2183,8,6,0,33.23068172700084,62.66050433362238
2024-03-10,Velachery,12.9739,80.2183,3,6,0,29.51572223889052,52.58349426787712
2024-03-11,Velachery,12.9739,80.2183,2,5,0,28.054949573727704,54.46936767037883
2024-03-12,Velachery,12.9739,80.2183,3,3,0,31.026005972078803,64.87334060418283
2024-03-13,Velachery,12.9739,80.2183,6,2,1,34.963338138694965,60.0950809489616
2024-03-14,Velachery,12.9739,80.2183,9,2,1,28.60977452398678,69.1698197399879
2024-03-15,Velachery,12.9739,80.2183,6,2,0,31.16603385889988,89.95384386676183
2024-03-16,Velachery,12.9739,80.2183,6,9,1,28.17614614726076,55.96682483852446
2024-03-17,Velachery,12.9739,80.2183,5,7,0,34.595829479613364,64.23838415684854
2024-03-18,Velachery,12.9739,80.2183,3,6,1,32.18283858968689,61.64726301224
2024-03-19,Velachery,12.9739,80.2183,2,6,0,31.790445786406906,82.40089174701733
2024-03-20,Velachery,12.9739,80.2183,4,9,1,29.549302229384885,72.43253460927181
2024-03-21,Velachery,12.9739,80.2183,1,4,2,28.18614502606605,62.727660490505315
2024-03-22,Velachery,12.9739,80.2183,3,9,0,25.56121002185107,61.72838114420357
2024-03-23,Velachery,12.9739,80.2183,2,7,1,26.610618291801167,72.78207874470701
2024-03-24,Velachery,12.9739,80.2183,7,5,0,34.82478754741206,50.40791551009528
2024-03-25,Velachery,12.9739,80.2183,6,1,1,33.59449984408239,75.87895847320677
2024-03-26,Velachery,12.9739,80.2183,4,9,0,27.239967133908568,68.99033247884917
2024-03-27,Velachery,12.9739,80.2183,8,2,0,28.550057799523564,68.18902063843453
2024-03-28,Velachery,12.9739,80.2183,8,9,1,25.08205140654541,80.5831508914159
2024-03-29,Velachery,12.9739,80.2183,5,2,0,30.35462222917194,76.57347932315886
2024-03-30,Velachery,12.9739,80.2183,7,4,0,33.77352535594944,87.68228443955324
2024-03-31,Velachery,12.9739,80.2183,3,1,0,25.637502694202563,75.05108238382331
2024-04-01,Velachery,12.9739,80.2183,8,4,1,27.653168449925044,75.50154724624771
2024-04-02,Velachery,12.9739,80.2183,3,6,0,26.221691451288027,52.656726857509696
2024-04-03,Velachery,12.9739,80.2183,5,9,0,26.334763413146003,58.75965833274398
2024-04-04,Velachery,12.9739,80.2183,7,8,3,26.46445346711675,52.50722890487373
2024-04-05,Velachery,12.9739,80.2183,5,4,1,32.75037539642147,66.75822489273216
2024-04-06,Velachery,12.9739,80.2183,5,4,0,29.159554161348396,59.72975882509676
2024-04-07,Velachery,12.9739,80.2183,6,1,0,30.192426855009902,68.1614205489892
2024-04-08,Velachery,12.9739,80.2183,7,5,1,32.3191247317714,71.88365731106529
2024-04-09,Velachery,12.9739,80.2183,5,7,0,34.70490266097638,88.40155754040529
2024-04-10,Velachery,12.9739,80.2183,6,3,1,30.49337887253698,50.88623110189691
2024-04-11,Velachery,12.9739,80.2183,9,6,1,34.18897503364835,80.76005354933045
2024-04-12,Velachery,12.9739,80.2183,3,4,0,25.075443330847467,78.14609442696428
2024-04-13,Velachery,12.9739,80.2183,3,2,0,29.129164258684405,72.26541983453991
2024-04-14,Velachery,12.9739,80.2183,1,3,0,28.99093595351745,63.95450721783152
2024-04-15,Velachery,12.9739,80.2183,9,4,1,25.764854637207797,54.3795038826378
2024-04-16,Velachery,12.9739,80.2183,7,8,0,31.108151931289466,85.7590345264563
2024-04-17,Velachery,12.9739,80.2183,6,9,0,34.803111074228696,66.76882206751704
2024-04-18,Velachery,12.9739,80.2183,5,5,0,30.79927970983272,54.67273179240307
2024-04-19,Velachery,12.9739,80.2183,7,3,0,33.18859151761584,50.38960521298146
2024-04-20,Velachery,12.9739,80.2183,5,4,1,26.136641043576372,77.31942988454642
2024-04-21,Velachery,12.9739,80.2183,2,8,0,32.719662642009126,66.13156968704949
2024-04-22,Velachery,12.9739,80.2183,3,6,0,30.00346259972373,76.91540916128791
2024-04-23,Velachery,12.9739,80.2183,7,1,1,32.76944899692065,66.57008387635153
2024-04-24,Velachery,12.9739,80.2183,4,4,1,32.55803246588833,89.71933019096852
2024-04-25,Velachery,12.9739,80.2183,2,4,0,32.39227538048065,59.84629226805558
2024-04-26,Velachery,12.9739,80.2183,2,5,0,31.094416587944927,79.59013240945094
2024-04-27,Velachery,12.9739,80.2183,7,7,0,29.84933160324397,67.47147170179001
2024-04-28,Velachery,12.9739,80.2183,9,3,0,26.916776788858485,78.61679454554476
2024-04-29,Velachery,12.9739,80.2183,4,5,2,28.519824783607255,73.62153958501673
2024-04-30,Velachery,12.9739,80.2183,9,8,0,33.985340648255004,61.21123341021597
2024-05-01,Velachery,12.9739,80.2183,3,9,0,31.037666564238606,62.27197428145816
2024-05-02,Velachery,12.9739,80.2183,3,7,0,29.223869877603438,76.57950833905598
2024-05-03,Velachery,12.9739,80.2183,2,9,0,27.292366353697165,56.242956958337224
2024-05-04,Velachery,12.9739,80.2183,4,1,0,26.44791265801142,58.43500953155747
2024-05-05,Velachery,12.9739,80.2183,2,3,0,29.298009045825115,86.17614956417358
2024-05-06,Velachery,12.9739,80.2183,2,3,0,28.845674757883664,85.18021070473964
2024-05-07,Velachery,12.9739,80.2183,3,4,0,28.067248790205092,63.175659218841176
2024-05-08,Velachery,12.9739,80.2183,6,2,0,31.825155679952683,73.95426080277699
2024-05-09,Velachery,12.9739,80.2183,8,6,0,29.458837462650948,67.14087184362756
2024-05-10,Velachery,12.9739,80.2183,5,3,0,25.572497426342853,53.69075449217283
2024-05-11,Velachery,12.9739,80.2183,3,6,0,32.93314046251793,78.78074424118145
2024-05-12,Velachery,12.9739,80.2183,5,8,0,30.588525930855205,54.21215192607911
2024-05-13,Velachery,12.9739,80.2183,4,8,0,25.140340393936913,70.45849065603369
2024-05-14,Velachery,12.9739,80.2183,3,6,0,33.595591575512344,66.50314025350261
2024-05-15,Velachery,12.9739,80.2183,9,3,0,34.103902656142296,63.211597596779555
2024-05-16,Velachery,12.9739,80.2183,5,4,1,25.137953618756235,54.250497750246375
2024-05-17,Velachery,12.9739,80.2183,5,9,1,29.68009176273839,79.48949629697893
2024-05-18,Velachery,12.9739,80.2183,9,1,0,27.730986861079533,77.85182791458016
2024-05-19,Velachery,12.9739,80.2183,4,1,0,31.54032955038893,59.032958551820194
2024-05-20,Velachery,12.9739,80.2183,5,3,0,34.97112266508692,53.20264620670728
2024-05-21,Velachery,12.9739,80.2183,5,2,1,25.708991112634855,83.70704307947038
2024-05-22,Velachery,12.9739,80.2183,4,9,0,27.408238471578024,62.638122448171224
2024-05-23,Velachery,12.9739,80.2183,3,6,0,31.61361975652763,76.6765863076767
2024-05-24,Velachery,12.9739,80.2183,4,1,0,27.426857817616884,84.30450468600239
2024-05-25,Velachery,12.9739,80.2183,4,5,2,28.567419557758168,67.01445704024601
2024-05-26,Velachery,12.9739,80.2183,2,9,1,26.11446594644545,53.421165202626334
2024-05-27,Velachery,12.9739,80.2183,9,4,0,31.674205610423282,69.21329050338645
2024-05-28,Velachery,12.9739,80.2183,4,4,1,25.512588367319655,69.53902320574159
2024-05-29,Velachery,12.9739,80.2183,7,2,1,33.303248917566854,52.97141728197095
2024-05-30,Velachery,12.9739,80.2183,5,4,2,32.39385083571557,84.68857512026926
2024-05-31,Velachery,12.9739,80.2183,6,1,0,30.695894159544963,79.03389669287562
2024-06-01,Velachery,12.9739,80.2183,8,7,0,30.82071995262528,76.24884456713937
2024-06-02,Velachery,12.9739,80.2183,2,8,0,32.92783952986815,50.719893844570954
2024-06-03,Velachery,12.9739,80.2183,5,3,0,33.94396565884832,63.48300627163908
2024-06-04,Velachery,12.9739,80.2183,3,8,1,34.63740546642837,78.31266904737535
2024-06-05,Velachery,12.9739,80.2183,7,7,0,32.58015315977996,69.17041436058999
2024-06-06,Velachery,12.9739,80.2183,13,9,0,30.096137662689717,62.88199505189891
2024-06-07,Velachery,12.9739,80.2183,7,8,0,32.69197598303919,63.90251772643409
2024-06-08,Velachery,12.9739,80.2183,7,2,1,32.30392981318164,60.20745918178818
2024-06-09,Velachery,12.9739,80.2183,2,1,0,32.310385770777884,62.17636887223539
2024-06-10,Velachery,12.9739,80.2183,4,1,0,28.80723062802265,83.76384790941474
2024-06-11,Velachery,12.9739,80.2183,5,8,1,32.06293337339325,53.21053571759512
2024-06-12,Velachery,12.9739,80.2183,4,9,0,30.290577372290198,57.05492837251431
2024-06-13,Velachery,12.9739,80.2183,2,4,0,26.328239597657603,58.482378283494285
2024-06-14,Velachery,12.9739,80.2183,6,6,0,33.589937415266625,55.77765276720528
2024-06-15,Velachery,12.9739,80.2183,8,9,1,31.823851312072822,81.42576657056871
2024-06-16,Velachery,12.9739,80.2183,4,8,1,34.876334488971104,66.41864049538412
2024-06-17,Velachery,12.9739,80.2183,5,3,0,25.454686987612334,65.74325604332108
2024-06-18,Velachery,12.9739,80.2183,6,2,1,26.242278952832812,72.29027939388445
